Date,KO,PEP
2015-03-09,29.458797454833984,70.17704010009766
2015-03-10,28.960586547851562,69.00059509277344
2015-03-11,28.540666580200195,68.41606140136719
2015-03-12,29.114776611328125,69.93589782714844
2015-03-13,28.64112663269043,68.92021179199219
2015-03-16,28.9138240814209,69.74591827392578
2015-03-17,29.071706771850586,68.7813949584961
2015-03-18,29.13630485534668,69.15406036376953
2015-03-19,28.72005844116211,68.75944519042969
2015-03-20,29.17217254638672,69.6655502319336
2015-03-23,29.150651931762695,70.03821563720703
2015-03-24,29.04300308227539,70.04552459716797
2015-03-25,29.028654098510742,69.60710144042969
2015-03-26,28.95690155029297,69.87743377685547
2015-03-27,28.763124465942383,70.11128234863281
2015-03-30,29.071706771850586,70.52776336669922
2015-03-31,29.10042381286621,69.87013244628906
2015-04-01,29.19371795654297,69.48285675048828
2015-04-02,29.19371795654297,69.92127990722656
2015-04-06,29.54536247253418,70.49855041503906
2015-04-07,29.4305362701416,70.30123901367188
2015-04-08,29.344406127929688,70.16972351074219
2015-04-09,29.459245681762695,70.40357971191406
2015-04-10,29.33724021911621,70.2939453125
2015-04-13,29.20806884765625,69.80437469482422
2015-04-14,29.071706771850586,70.5058364868164
2015-04-15,28.992769241333008,70.6081314086914
2015-04-16,29.13630485534668,70.47662353515625
2015-04-17,28.92099952697754,70.00897216796875
2015-04-20,29.17935562133789,70.51315307617188
2015-04-21,29.265470504760742,70.71775817871094
2015-04-22,29.64583396911621,71.08312225341797
2015-04-23,29.387462615966797,69.95052337646484
2015-04-24,29.344406127929688,69.54129791259766
2015-04-27,29.301372528076172,69.04444122314453
2015-04-28,29.258296966552734,68.9932861328125
2015-04-29,29.05735969543457,68.96406555175781
2015-04-30,29.10759735107422,69.5047836303711
2015-05-01,29.35877227783203,69.82630157470703
2015-05-04,29.394649505615234,70.11128234863281
2015-05-05,29.243946075439453,69.72399139404297
2015-05-06,29.17935562133789,69.76781463623047
2015-05-07,29.20806884765625,69.52671813964844
2015-05-08,29.408994674682617,70.54969024658203
2015-05-11,29.380290985107422,70.40357971191406
